registry_club_id,organism,affiliation_code,sport_year_start,sport_year_end
coni:57336,FIGC,963532,01/07/2025,30/06/2026
coni:5738,FIGC,45890,01/07/2025,30/06/2026
coni:57406,FIGC,950029,01/07/2025,30/06/2026
coni:57561,FIGC,81396,01/07/2025,30/06/2026
coni:57592,CSI|FIGC,962220,01/07/2025,30/06/2026
coni:57612,AICS|CSEN|CSI|FIGC,951804,01/07/2025,30/06/2026
coni:57628,FIGC,919803,01/07/2025,30/06/2026
coni:57630,FIGC,911849,01/07/2025,30/06/2026
coni:57696,FIGC,953503,01/07/2025,30/06/2026
coni:57704,FIGC,938744,01/07/2025,30/06/2026
coni:5789,CSI|FIGC,25600,01/07/2025,30/06/2026
coni:57912,FIGC,937800,01/07/2025,30/06/2026
coni:57919,FIGC,943560,01/07/2025,30/06/2026
coni:57929,FIGC,938299,01/07/2025,30/06/2026
coni:57944,FIGC|US_ACLI,952711,01/07/2025,30/06/2026
coni:57945,FIGC,922542,01/07/2025,30/06/2026
coni:58125,FIGC,955396,01/07/2025,30/06/2026
coni:58191,CSI|FIGC,912963,01/07/2025,30/06/2026
coni:58209,CSEN|FIGC,945906,01/07/2025,30/06/2026
coni:5822,FIGC,949557,01/07/2025,30/06/2026
coni:5828,FIGC,600183,01/07/2025,30/06/2026
coni:58312,FIGC,932796,01/07/2025,30/06/2026
coni:58352,CSI|FIGC,948201,01/07/2025,30/06/2026
coni:58404,FIGC,74672,01/07/2025,30/06/2026
coni:58477,FIGC,948232,01/07/2025,30/06/2026
coni:58511,FIGC,770175,01/07/2025,30/06/2026
coni:58560,FIGC,931924,01/07/2025,30/06/2026
coni:58683,CSI|FIGC,943419,01/07/2025,30/06/2026
coni:5875,FIGC,665417,01/07/2025,30/06/2026
coni:58772,FIGC,947870,01/07/2025,30/06/2026
coni:58983,CSI|FIGC,963992,08/07/2025,30/06/2026
coni:59146,FIGC,945294,01/07/2025,30/06/2026
coni:59152,FIGC,918981,01/07/2025,30/06/2026
coni:59161,FIGC,650029,01/07/2025,30/06/2026
coni:59266,FIGC,918256,01/07/2025,30/06/2026
coni:5927,FIGC,20880,01/07/2025,30/06/2026
coni:59312,CSI|FIGC,935749,01/07/2025,30/06/2026
coni:59335,FIGC|US_ACLI,942150,01/07/2025,30/06/2026
coni:59348,FIGC,795124,01/07/2025,30/06/2026
coni:5936,FIGC,915706,01/07/2025,30/06/2026
coni:5940,FIGC,290,01/07/2025,30/06/2026
coni:59456,CSI|FIGC,952765,01/07/2025,30/06/2026
coni:59475,FIGC,919619,01/07/2025,30/06/2026
coni:59524,AICS|FIGC,954917,01/07/2025,30/06/2026
coni:5960,AICS|CSEN|CSI|FIGC,938536,01/07/2025,30/06/2026
coni:59600,FIGC|US_ACLI,933779,01/07/2025,30/06/2026
coni:5961,FIGC,45660,01/07/2025,30/06/2026
coni:59631,FIGC,934029,01/07/2025,30/06/2026
coni:59772,FIGC,921692,01/07/2025,30/06/2026
coni:59911,FIGC,937955,01/07/2025,30/06/2026
coni:600,CSI|FIGC,62816,01/07/2025,30/06/2026
coni:6002,CSI|FIGC,951563,01/07/2025,30/06/2026
coni:60043,FIGC,938382,01/07/2025,30/06/2026
coni:60081,FIGC,912740,01/07/2025,30/06/2026
coni:60094,FIGC,931534,01/07/2025,30/06/2026
coni:60218,FIGC,951403,01/07/2025,30/06/2026
coni:60252,FIGC,940836,01/07/2025,30/06/2026
coni:60301,FIGC,933045,01/07/2025,30/06/2026
coni:60379,FIGC,795291,01/07/2025,30/06/2026
coni:6043,CSI|FIGC,69466,01/07/2025,30/06/2026
coni:60500,FIGC,943372,01/07/2025,30/06/2026
coni:60630,ASC|FIGC,931561,01/07/2025,30/06/2026
coni:60649,FIGC,942978,01/07/2025,30/06/2026
coni:60667,FIGC,946093,01/07/2025,30/06/2026
coni:60683,FIGC,600276,01/07/2025,30/06/2026
coni:60684,FIGC,921903,01/07/2025,30/06/2026
coni:6072,FIGC,919071,01/07/2025,30/06/2026
coni:60822,CSI|FIGC,953546,01/07/2025,30/06/2026
coni:60869,FIGC,943816,01/07/2025,30/06/2026
coni:60915,FIGC,941341,01/07/2025,30/06/2026
coni:60946,FIGC|UISP,964462,17/09/2025,30/06/2026
coni:61097,FIGC,917965,01/07/2025,30/06/2026
coni:61189,CSEN|FIGC,795085,01/07/2025,30/06/2026
coni:61193,FIGC|OPES,918286,01/07/2025,30/06/2026
coni:61195,CSI|FIGC,964122,22/07/2025,30/06/2026
coni:612,FIGC,53470,01/07/2025,30/06/2026
coni:61228,FIGC,938842,01/07/2025,30/06/2026
coni:61322,FIGC,916562,01/07/2025,30/06/2026
coni:61331,FIGC,954205,01/07/2025,30/06/2026
coni:6134,FIGC,947062,01/07/2025,30/06/2026
coni:61385,FIGC,66454,01/07/2025,30/06/2026
coni:614,FIGC,74508,01/07/2025,30/06/2026
coni:61518,FIGC,944250,01/07/2025,30/06/2026
coni:61552,ASC|CSEN|FIGC,936792,01/07/2025,30/06/2026
coni:6164,FIGC,945356,01/07/2025,30/06/2026
coni:61686,FIGC,938756,01/07/2025,30/06/2026
coni:61696,FIGC,720321,01/07/2025,30/06/2026
coni:6174,FIGC,25420,01/07/2025,30/06/2026
coni:61790,FIGC,943371,01/07/2025,30/06/2026
coni:6196,FIGC,80054,01/07/2025,30/06/2026
coni:62046,FIGC,75080,01/07/2025,30/06/2026
coni:62056,FIGC,953361,01/07/2025,30/06/2026
coni:6210,FIGC,936108,01/07/2025,30/06/2026
coni:6213,CSEN|FIGC,943092,01/07/2025,30/06/2026
coni:6216,FIGC,911299,01/07/2025,30/06/2026
coni:62266,CSI|FIGC,955171,01/07/2025,30/06/2026
coni:62296,FIGC,943915,01/07/2025,30/06/2026
coni:6234,FIGC,78478,01/07/2025,30/06/2026
coni:62354,FIGC,945983,01/07/2025,30/06/2026
coni:62472,FIGC,675457,01/07/2025,30/06/2026
coni:62483,FIGC,945338,01/07/2025,30/06/2026
coni:62511,FIGC|FIP|PGS,918862,01/07/2025,30/06/2026
coni:62528,FIGC,948170,01/07/2025,30/06/2026
coni:62607,FIGC,35760,01/07/2025,30/06/2026
coni:6261,FIGC,34220,01/07/2025,30/06/2026
coni:62663,FIGC,947145,01/07/2025,30/06/2026
coni:62669,FIGC,947770,01/07/2025,30/06/2026
coni:62785,CSI|FIGC,201622,01/07/2025,30/06/2026
coni:62788,CSI|FIGC|PGS,675808,01/07/2025,30/06/2026
coni:62899,FIGC,934243,01/07/2025,30/06/2026
coni:63028,FIGC,78994,01/07/2025,30/06/2026
coni:63076,FIGC,941152,01/07/2025,30/06/2026
coni:63120,CSI|FIGC,936653,01/07/2025,30/06/2026
coni:63178,FIGC,947052,01/07/2025,30/06/2026
coni:63266,FIGC,936102,01/07/2025,30/06/2026
coni:63400,FIGC,939034,01/07/2025,30/06/2026
coni:63500,FIGC,914502,01/07/2025,30/06/2026
coni:63574,FIGC,934358,01/07/2025,30/06/2026
coni:6364,FIGC|UISP,600238,01/07/2025,30/06/2026
coni:63669,FIGC|OPES,943794,01/07/2025,30/06/2026
coni:63764,CSEN|FIGC,915596,01/07/2025,30/06/2026
coni:6386,FIGC,80288,01/07/2025,30/06/2026
coni:63935,FIGC,949570,01/07/2025,30/06/2026
coni:64022,CSI|FIGC,948176,01/07/2025,30/06/2026
coni:64025,FIGC,963914,01/07/2025,30/06/2026
coni:64042,FIGC,948071,01/07/2025,30/06/2026
coni:64054,CSEN|FIGC,921474,01/07/2025,30/06/2026
coni:64082,FIGC,937959,01/07/2025,30/06/2026
coni:641,FIGC,02312,10/06/2025,31/05/2026
coni:6416,FIGC,750033,01/07/2025,30/06/2026
coni:64222,FIGC,917219,01/07/2025,30/06/2026
coni:64256,AICS|FIGC,932103,01/07/2025,30/06/2026
coni:64284,FIGC,946395,01/07/2025,30/06/2026
coni:6431,FIGC,74675,01/07/2025,30/06/2026
coni:6434,FIGC,71120,01/07/2025,30/06/2026
coni:64437,CSI|FIGC,02000189,16/08/2025,30/06/2026
coni:6446,FIGC,700600,01/07/2025,30/06/2026
coni:6458,CSI|FIGC,73987,01/07/2025,30/06/2026
coni:64625,FIGC,930739,01/07/2025,30/06/2026
coni:64688,FIGC|US_ACLI,75065,01/07/2025,30/06/2026
coni:6470,FIGC|UISP,70554,01/07/2025,30/06/2026
coni:6482,FIGC,947098,01/07/2025,30/06/2026
coni:64831,FIGC,938325,01/07/2025,30/06/2026
coni:6494,FIGC,69883,01/07/2025,30/06/2026
coni:64946,FIGC,203669,01/07/2025,30/06/2026
coni:65013,FIGC,942999,01/07/2025,30/06/2026
coni:65023,FIGC,943502,01/07/2025,30/06/2026
coni:65036,CSI|FIGC,938094,01/07/2025,30/06/2026
coni:6505,FIGC,940715,01/07/2025,30/06/2026
coni:651,FIGC,16130,01/07/2025,30/06/2026
coni:65205,FIGC,941682,01/07/2025,30/06/2026
coni:65215,FIGC,934620,01/07/2025,30/06/2026
coni:65221,FIGC,962057,01/07/2025,30/06/2026
coni:65294,CSI|FIGC,100043,01/07/2025,30/06/2026
coni:6534,FIGC|UISP,750624,01/07/2025,30/06/2026
coni:65494,CSEN|FIGC,949455,01/07/2025,30/06/2026
coni:6550,CSI|FIGC,947114,01/07/2025,30/06/2026
coni:6554,FIGC|UISP,917562,01/07/2025,30/06/2026
coni:6556,FIGC,6000,01/07/2025,30/06/2026
coni:6561,CSI|FIGC,935553,01/07/2025,30/06/2026
coni:65613,FIGC,943259,01/07/2025,30/06/2026
coni:65874,FIGC,943827,01/07/2025,30/06/2026
coni:65889,FIGC,941488,01/07/2025,30/06/2026
coni:65958,FIGC,936058,01/07/2025,30/06/2026
coni:65972,FIGC,935943,01/07/2025,30/06/2026
coni:6604,FIGC|UISP,918884,01/07/2025,30/06/2026
coni:66089,FIGC,945682,01/07/2025,30/06/2026
coni:66095,FIGC,945797,01/07/2025,30/06/2026
coni:66156,FIGC,943108,01/07/2025,30/06/2026
coni:66207,FIGC,953220,01/07/2025,30/06/2026
coni:6626,FIGC,60228,01/07/2025,30/06/2026
coni:66324,CSI|FIGC,630648,01/07/2025,30/06/2026
coni:66398,FIGC,945865,01/07/2025,30/06/2026
coni:66403,FIGC,952936,01/07/2025,30/06/2026
coni:6644,CSI|FIGC,203743,01/07/2025,30/06/2026
coni:66468,CSI|FIGC,932382,01/07/2025,30/06/2026
coni:66488,FIGC,947398,01/07/2025,30/06/2026
coni:66499,FIGC,947184,01/07/2025,30/06/2026
coni:6660,CSI|FIGC|UISP,66925,01/07/2025,30/06/2026
coni:66604,FIGC|UISP,943000,01/07/2025,30/06/2026
coni:6670,FIGC,920866,01/07/2025,30/06/2026
coni:66743,FIGC,937678,01/07/2025,30/06/2026
coni:6678,FIGC,915784,01/07/2025,30/06/2026
coni:669,FIGC,931542,01/07/2025,30/06/2026
coni:66971,CSI|FIGC,952815,01/07/2025,30/06/2026
coni:6710,FIGC,917093,01/07/2025,30/06/2026
coni:67143,FIGC,918742,01/07/2025,30/06/2026
coni:6721,FIGC,78045,01/07/2025,30/06/2026
coni:67247,FIGC|UISP,930640,01/07/2025,30/06/2026
coni:67325,CSI|FIGC|UISP,955077,01/07/2025,30/06/2026
coni:6739,FIGC,945841,01/07/2025,30/06/2026
coni:6754,FIGC,630117,01/07/2025,30/06/2026
coni:67558,FIGC,938026,01/07/2025,30/06/2026
coni:67559,FIGC|UISP,937658,01/07/2025,30/06/2026
coni:67563,FIGC|PGS|UISP,963080,01/07/2025,30/06/2026
coni:6765,FIGC,77830,01/07/2025,30/06/2026
coni:677,CSI|FIGC,70261,01/07/2025,30/06/2026
coni:67778,FIGC,945535,01/07/2025,30/06/2026
coni:6779,FIGC,954851,01/07/2025,30/06/2026
coni:6789,CSI|FIGC,675523,01/07/2025,30/06/2026
coni:67914,FIGC,69355,01/07/2025,30/06/2026
coni:67915,FIGC,675589,01/07/2025,30/06/2026
coni:67966,FIGC,953659,01/07/2025,30/06/2026
coni:68018,CSI|FIGC,943225,01/07/2025,30/06/2026
coni:68044,CSI|FIGC,917206,01/07/2025,30/06/2026
coni:68141,FIGC,938095,01/07/2025,30/06/2026
coni:68182,CSI|FIGC,02001409,08/07/2025,30/06/2026
coni:68224,FIGC,948233,01/07/2025,30/06/2026
coni:68262,FIGC,7400,01/07/2025,30/06/2026
coni:68278,FIGC,71110,01/07/2025,30/06/2026
coni:68282,FIGC,964611,01/07/2025,30/06/2026
coni:68284,CSI|FIGC,8490,01/07/2025,30/06/2026
coni:68285,FIGC,58627,01/07/2025,30/06/2026
coni:68312,FIGC,58423,01/07/2025,30/06/2026
coni:68330,AICS|FIGC,69497,01/07/2025,30/06/2026
coni:68340,FIGC,73246,01/07/2025,30/06/2026
coni:68359,FIGC,55690,01/07/2025,30/06/2026
coni:68369,CSI|FIGC,630412,01/07/2025,30/06/2026
coni:6840,FIGC,700417,01/07/2025,30/06/2026
coni:68400,FIGC,28670,01/07/2025,30/06/2026
coni:68420,CSI|FIGC,964022,17/07/2025,30/06/2026
coni:68423,FIGC,2300,01/07/2025,30/06/2026
coni:68425,FIGC,292,01/07/2025,30/06/2026
coni:68437,CSI|FIGC,675405,01/07/2025,30/06/2026
coni:68453,FIGC,66698,01/07/2025,30/06/2026
coni:68454,FIGC,68085,01/07/2025,30/06/2026
coni:68462,AICS|FIGC,74067,01/07/2025,30/06/2026
coni:6847,FIGC,940793,01/07/2025,30/06/2026
coni:68507,FIGC,74783,01/07/2025,30/06/2026
coni:68508,FIGC|UISP,68221,01/07/2025,30/06/2026
coni:68510,CSI|FIGC,58662,01/07/2025,30/06/2026
coni:68515,CSEN|FIGC,73065,01/07/2025,30/06/2026
coni:68521,FIGC,69137,01/07/2025,30/06/2026
coni:68525,AICS|FIGC,914063,01/07/2025,30/06/2026
coni:68579,FIGC,74888,01/07/2025,30/06/2026
coni:6859,CSI|FIGC,947039,01/07/2025,30/06/2026
coni:68612,FIGC,66765,01/07/2025,30/06/2026
coni:68636,FIGC,81002,01/07/2025,30/06/2026
coni:68640,FIGC,73866,01/07/2025,30/06/2026
coni:68674,FIGC,740131,01/07/2025,30/06/2026
coni:68686,FIGC,67757,01/07/2025,30/06/2026
coni:68687,FIGC,02242,01/06/2025,31/05/2026
coni:68702,FIGC,28160,01/07/2025,30/06/2026
coni:68714,FIGC,70161,01/07/2025,30/06/2026
coni:68717,CSI|FIGC,76928,01/07/2025,30/06/2026
coni:68736,CSI|FIGC,64811,01/07/2025,30/06/2026
coni:68738,FIGC,81790,01/07/2025,30/06/2026
coni:68741,FIGC,74557,01/07/2025,30/06/2026
coni:68746,FIGC,750516,01/07/2025,30/06/2026
coni:68747,FIGC,675631,01/07/2025,30/06/2026
coni:68753,CSEN|FIGC|PGS,205146,01/07/2025,30/06/2026
coni:68769,FIGC,17910,01/07/2025,30/06/2026
coni:68778,FIGC,920973,01/07/2025,30/06/2026
coni:68786,FIGC,913395,01/07/2025,30/06/2026
coni:6880,FIGC,13080,01/07/2025,30/06/2026
coni:68812,FIGC,75301,01/07/2025,30/06/2026
coni:6884,AICS|FIGC,8920,01/07/2025,30/06/2026
coni:68842,FIGC,58379,01/07/2025,30/06/2026
coni:689,FIGC,930078,01/07/2025,30/06/2026
coni:6893,FIGC,75374,01/07/2025,30/06/2026
coni:68936,FIGC,750017,01/07/2025,30/06/2026
coni:6895,FIGC,917160,01/07/2025,30/06/2026
coni:68957,FIGC,47360,01/07/2025,30/06/2026
coni:68969,CSI|FIGC,72840,01/07/2025,30/06/2026
coni:68985,FIGC,665322,01/07/2025,30/06/2026
coni:69106,FIGC,73523,01/07/2025,30/06/2026
coni:69133,FIGC,964046,10/07/2025,30/06/2026
coni:6914,FIGC,600721,01/07/2025,30/06/2026
coni:69140,FIGC,630261,01/07/2025,30/06/2026
coni:69148,FIGC,63322,01/07/2025,30/06/2026
coni:69177,FIGC,740044,01/07/2025,30/06/2026
coni:69180,FIGC,203907,01/07/2025,30/06/2026
coni:6920,FIGC,750499,01/07/2025,30/06/2026
coni:69206,FIGC,962961,01/07/2025,30/06/2026
coni:69228,FIGC,26020,01/07/2025,30/06/2026
coni:6924,ENDAS|FIGC,912715,01/07/2025,30/06/2026
coni:69375,FIGC,932157,01/07/2025,30/06/2026
coni:69424,FIGC,947063,01/07/2025,30/06/2026
coni:6943,CSI|FIGC,954801,01/07/2025,30/06/2026
coni:69442,CSI|FIGC|FIP,200508,01/09/2025,31/08/2026
coni:69461,CSI|FIGC,952787,01/07/2025,30/06/2026
coni:69462,FIGC,962940,01/07/2025,30/06/2026
coni:69543,FIGC|FIP|PGS|UISP,04000244,18/07/2025,30/06/2026
coni:69552,CSI|FIGC,205335,01/07/2025,30/06/2026
coni:6956,FIGC,921023,01/07/2025,30/06/2026
coni:69587,FIGC,56060,01/07/2025,30/06/2026
coni:6959,FIGC,918947,01/07/2025,30/06/2026
coni:69602,ASC|FIGC,951514,01/07/2025,30/06/2026
coni:69665,FIGC,750010,01/07/2025,30/06/2026
coni:69667,FIGC,932552,01/07/2025,30/06/2026
coni:69686,CSI|FIGC,03200086,16/07/2025,30/06/2026
coni:69719,FIGC,910397,01/07/2025,30/06/2026
coni:69772,FIGC,963707,01/07/2025,30/06/2026
coni:69842,CSI|FIGC,938035,01/07/2025,30/06/2026
coni:69845,FIGC,74235,01/07/2025,30/06/2026
coni:69890,CSEN|CSI|FIGC,943056,01/07/2025,30/06/2026
coni:69905,FIGC,203777,01/07/2025,30/06/2026
coni:69921,FIGC,915374,01/07/2025,30/06/2026
coni:6993,FIGC,947587,01/07/2025,30/06/2026
coni:69930,FIGC,910308,01/07/2025,30/06/2026
coni:69940,FIGC,917358,01/07/2025,30/06/2026
coni:69946,FIGC,205582,01/07/2025,30/06/2026
coni:69978,ASC|FIGC,51080,01/07/2025,30/06/2026
coni:70,FIGC,910184,01/07/2025,30/06/2026
coni:70037,FIGC,12060,01/07/2025,30/06/2026
coni:70151,CSI|FIGC,932095,01/07/2025,30/06/2026
coni:70194,CSI|ENDAS|FIGC|FIP,13600017,03/07/2025,30/06/2026
coni:70259,FIGC,921437,01/07/2025,30/06/2026
coni:7028,FIGC,75649,01/07/2025,30/06/2026
coni:70303,FIGC,962871,01/07/2025,30/06/2026
coni:70370,FIGC,937923,01/07/2025,30/06/2026
coni:70375,FIGC,911792,01/07/2025,30/06/2026
coni:70416,FIGC,948104,01/07/2025,30/06/2026
coni:7042,FIGC,935756,01/07/2025,30/06/2026
coni:70488,CSI|FIGC,203712,01/07/2025,30/06/2026
coni:70494,FIGC,945475,01/07/2025,30/06/2026
coni:7063,FIGC,500134,01/07/2025,30/06/2026
coni:70644,FIGC,780340,01/07/2025,30/06/2026
coni:70667,CSI|FIGC,954861,01/07/2025,30/06/2026
coni:70702,AICS|FIGC,916122,01/07/2025,30/06/2026
coni:70742,FIGC,964633,04/09/2025,30/06/2026
coni:70749,FIGC,941343,01/07/2025,30/06/2026
coni:70837,CSI|FIGC,00700018,01/07/2025,30/06/2026
coni:7088,FIGC,39490,01/07/2025,30/06/2026
coni:7093,CSI|FIGC,15390,01/07/2025,30/06/2026
coni:70959,FIGC,913870,01/07/2025,30/06/2026
coni:71036,CSI|FIGC,780806,01/07/2025,30/06/2026
coni:7109,FIGC,947317,01/07/2025,30/06/2026
coni:71098,FIGC,795310,01/07/2025,30/06/2026
coni:7113,FIGC,945186,01/07/2025,30/06/2026
coni:7122,FIGC,206197,01/07/2025,30/06/2026
coni:71274,FIGC,963619,01/07/2025,30/06/2026
coni:71292,FIGC,916197,01/07/2025,30/06/2026
coni:71312,FIGC,921789,01/07/2025,30/06/2026
coni:7133,FIGC,954081,01/07/2025,30/06/2026
coni:7138,FIGC,936450,01/07/2025,30/06/2026
coni:71533,FIGC,933075,01/07/2025,30/06/2026
coni:71537,CSI|FIGC,941101,01/07/2025,30/06/2026
coni:71575,FIGC,74353,01/07/2025,30/06/2026
coni:71632,FIGC,912487,01/07/2025,30/06/2026
coni:71787,FIGC,81934,01/07/2025,30/06/2026
coni:71866,AICS|FIGC,917453,01/07/2025,30/06/2026
coni:7187,FIGC,650966,01/07/2025,30/06/2026
coni:7189,CSEN|FIGC,650982,01/07/2025,30/06/2026
coni:7195,FIGC,79005,01/07/2025,30/06/2026
coni:71959,CSI|ENDAS|FIGC,70546,01/07/2025,30/06/2026
coni:71961,FIGC,943301,01/07/2025,30/06/2026
coni:71973,FIGC,201948,01/07/2025,30/06/2026
coni:71989,CSEN|FIGC,912221,01/07/2025,30/06/2026
coni:71998,FIGC,921792,01/07/2025,30/06/2026
coni:72015,FIGC,946103,01/07/2025,30/06/2026
coni:7206,FIGC,71129,01/07/2025,30/06/2026
coni:7207,CSI|FIGC,02400251,16/07/2025,30/06/2026
coni:72073,FIGC,944002,01/07/2025,30/06/2026
coni:72180,FIGC,936468,01/07/2025,30/06/2026
coni:72198,CSI|FIGC,13600359,17/07/2025,30/06/2026
coni:7225,FIGC,675718,01/07/2025,30/06/2026
coni:7226,FIGC,942997,01/07/2025,30/06/2026
coni:72357,FIGC|PGS,938195,01/07/2025,30/06/2026
coni:72362,FIGC,68904,01/07/2025,30/06/2026
coni:7240,CSI|FIGC,917468,01/07/2025,30/06/2026
coni:199046,FIGC,964532,11/09/2025,30/06/2026
coni:199052,FIGC,964545,11/09/2025,30/06/2026
coni:199151,FIGC,964259,12/09/2025,30/06/2026
coni:199183,FIGC,963895,01/08/2025,30/06/2026
coni:199211,FIGC,964632,15/09/2025,30/06/2026
coni:199296,FIGC,964482,17/09/2025,30/06/2026
coni:199297,FIGC,964527,17/09/2025,30/06/2026
coni:199598,FIGC,964747,26/09/2025,30/06/2026
coni:199835,FIGC,964763,07/10/2025,30/06/2026
coni:199970,FIGC,964957,15/10/2025,30/06/2026
coni:200012,FIGC,964958,16/10/2025,30/06/2026
coni:200088,FIGC,964865,08/10/2025,30/06/2026
coni:200096,FIGC,964855,10/10/2025,30/06/2026
coni:201779,AICS|FIGC,964329,29/07/2025,30/06/2026
coni:2025,FIGC,938142,01/07/2025,30/06/2026
coni:20257,CSI|FIGC|FIP,780889,01/07/2025,30/06/2026
coni:20703,FIGC,780923,01/07/2025,30/06/2026
coni:20873,FIGC,930216,01/07/2025,30/06/2026
coni:20906,FIGC,946997,01/07/2025,30/06/2026
coni:21152,FIGC,914381,01/07/2025,30/06/2026
coni:21503,FIGC,33830,01/07/2025,30/06/2026
coni:21516,FIGC,937783,01/07/2025,30/06/2026
coni:22046,FIGC,70868,01/07/2025,30/06/2026
coni:22088,FIGC,937843,01/07/2025,30/06/2026
coni:22435,FIGC,941104,01/07/2025,30/06/2026
coni:2252,ENDAS|FIGC|UISP,964276,05/08/2025,30/06/2026
coni:2312,FIGC,922755,01/07/2025,30/06/2026
coni:23548,FIGC,940739,01/07/2025,30/06/2026
coni:23608,FIGC,951805,01/07/2025,30/06/2026
coni:2484,FIGC|OPES,675391,01/07/2025,30/06/2026
coni:25264,CSI|FIGC,80977,01/07/2025,30/06/2026
coni:25271,FIGC,81750,01/07/2025,30/06/2026
coni:25467,FIGC,63310,01/07/2025,30/06/2026
coni:2647,FIGC,917175,01/07/2025,30/06/2026
coni:26604,FIGC,935780,01/07/2025,30/06/2026
coni:26664,FIGC,4190,01/07/2025,30/06/2026
coni:26749,CSI|FIGC,945482,01/07/2025,30/06/2026
coni:2680,CSI|FIGC,80177,01/07/2025,30/06/2026
coni:26914,FIGC,3900,01/07/2025,30/06/2026
coni:26928,CSI|FIGC,09500343,27/10/2025,30/06/2026
coni:27444,FIGC,943028,01/07/2025,30/06/2026
coni:27813,ASC|FIGC,910609,01/07/2025,30/06/2026
coni:27868,CSEN|CSI|FIGC|FIP|PGS,945940,01/07/2025,30/06/2026
coni:27944,FIGC,934278,01/07/2025,30/06/2026
coni:28026,CSI|FIGC,947071,01/07/2025,30/06/2026
coni:28031,FIGC,932545,01/07/2025,30/06/2026
coni:28249,CSI|FIGC,933878,01/07/2025,30/06/2026
coni:28606,FIGC,620982,01/07/2025,30/06/2026
coni:28880,FIGC,941030,01/07/2025,30/06/2026
coni:30036,FIGC,917643,01/07/2025,30/06/2026
coni:30809,CSI|FIGC,64312,01/07/2025,30/06/2026
coni:31009,CSEN|FIGC,919940,01/07/2025,30/06/2026
coni:31031,FIGC,930021,01/07/2025,30/06/2026
coni:31072,FIGC,62179,01/07/2025,30/06/2026
coni:31819,FIGC,73307,01/07/2025,30/06/2026
coni:32436,FIGC,945442,01/07/2025,30/06/2026
coni:32858,AICS|FIGC,945886,01/07/2025,30/06/2026
coni:33129,FIGC,949464,01/07/2025,30/06/2026
coni:33471,FIGC|US_ACLI,917576,01/07/2025,30/06/2026
coni:33510,FIGC,676023,01/07/2025,30/06/2026
coni:35636,AICS|FIGC,945679,01/07/2025,30/06/2026
coni:36293,FIGC,935528,01/07/2025,30/06/2026
coni:36297,ASC|FIGC,66806,01/07/2025,30/06/2026
coni:36334,FIGC|UISP,201367,01/07/2025,30/06/2026
coni:36335,FIGC,24710,01/07/2025,30/06/2026
coni:36603,FIGC,52580,01/07/2025,30/06/2026
coni:36948,CSI|FIGC,61557,01/07/2025,30/06/2026
coni:37014,AICS|CSI|FIGC,48640,01/07/2025,30/06/2026
coni:37035,FIGC,20740,01/07/2025,30/06/2026
coni:37036,FIGC,78359,01/07/2025,30/06/2026
coni:37040,AICS|CSI|FIGC|FIP,963210,01/07/2025,30/06/2026
coni:37056,AICS|FIGC,58620,01/07/2025,30/06/2026
coni:37075,FIGC,57780,01/07/2025,30/06/2026
coni:3735,FIGC,73843,01/07/2025,30/06/2026
coni:37856,FIGC,1960,01/07/2025,30/06/2026
coni:37861,FIGC,23610,01/07/2025,30/06/2026
coni:38016,FIGC,132,01/07/2025,30/06/2026
coni:38264,FIGC,5290,01/07/2025,30/06/2026
coni:38364,FIGC,66548,01/07/2025,30/06/2026
coni:38548,FIGC,945145,01/07/2025,30/06/2026
coni:39050,FIGC,912499,01/07/2025,30/06/2026
coni:3944,FIGC,64593,01/07/2025,30/06/2026
coni:4003,FIGC,600111,01/07/2025,30/06/2026
coni:40842,FIGC|US_ACLI,651046,01/07/2025,30/06/2026
coni:4147,FIGC,700,01/07/2025,30/06/2026
coni:4150,FIGC,917309,01/07/2025,30/06/2026
coni:4225,FIGC,23250,01/07/2025,30/06/2026
coni:43663,FIGC,935169,01/07/2025,30/06/2026
coni:4386,FIGC,80901,01/07/2025,30/06/2026
coni:46528,FIGC,916467,01/07/2025,30/06/2026
coni:47878,FIGC|PGS,919685,01/07/2025,30/06/2026
coni:4793,CSI|FIGC,930077,01/07/2025,30/06/2026
coni:5063,FIGC,650227,01/07/2025,30/06/2026
coni:5071,FIGC,943020,01/07/2025,30/06/2026
coni:52932,FIGC|OPES|UISP,962176,01/07/2025,30/06/2026
coni:5304,FIGC,500119,01/07/2025,30/06/2026
coni:53404,FIGC,912950,01/07/2025,30/06/2026
coni:53444,FIGC,15270,01/07/2025,30/06/2026
coni:53997,FIGC,949200,01/07/2025,30/06/2026
coni:54274,FIGC,203759,01/07/2025,30/06/2026
coni:54802,FIGC,935313,01/07/2025,30/06/2026
coni:5802,AICS|FIGC,48880,01/07/2025,30/06/2026
coni:5969,FIGC,917208,01/07/2025,30/06/2026
coni:5979,FIGC,78867,01/07/2025,30/06/2026
coni:5989,FIGC,78946,01/07/2025,30/06/2026
coni:5991,FIGC,79360,01/07/2025,30/06/2026
coni:63978,FIGC,942149,01/07/2025,30/06/2026
coni:6463,FIGC,918217,01/07/2025,30/06/2026
coni:65442,FIGC|UISP,938721,01/07/2025,30/06/2026
coni:66326,FIGC|US_ACLI,947798,01/07/2025,30/06/2026
coni:6821,FIGC,938185,01/07/2025,30/06/2026
coni:68283,FIGC,62239,01/07/2025,30/06/2026
