registry_club_id,organism,affiliation_code,sport_year_start,sport_year_end
coni:15142,FIGC,918791,01/07/2025,30/06/2026
coni:151431,FIGC,951444,01/07/2025,30/06/2026
coni:151432,FIGC,951370,01/07/2025,30/06/2026
coni:151453,FIGC,951418,01/07/2025,30/06/2026
coni:151463,FIGC,951399,01/07/2025,30/06/2026
coni:15147,CSI|FIGC|PGS|UISP,15200255,11/07/2025,30/06/2026
coni:151529,FIGC,952292,01/07/2025,30/06/2026
coni:151557,FIGC,952169,01/07/2025,30/06/2026
coni:151558,FIGC,949708,01/07/2025,30/06/2026
coni:151615,FIGC,952223,01/07/2025,30/06/2026
coni:151623,CSI|FIGC,67151,01/07/2025,30/06/2026
coni:151628,FIGC,945251,01/07/2025,30/06/2026
coni:15164,FIGC,936376,01/07/2025,30/06/2026
coni:151677,FIGC,931385,01/07/2025,30/06/2026
coni:151699,FIGC,962226,01/07/2025,30/06/2026
coni:151708,CSEN|FIGC,952459,01/07/2025,30/06/2026
coni:1519,FIGC,780580,01/07/2025,30/06/2026
coni:151957,CSI|FIGC,951994,01/07/2025,30/06/2026
coni:15196,FIGC,80994,01/07/2025,30/06/2026
coni:15198,FIGC,945167,01/07/2025,30/06/2026
coni:15200,FIGC,943232,01/07/2025,30/06/2026
coni:15206,FIGC,935942,01/07/2025,30/06/2026
coni:152078,FIGC,952173,01/07/2025,30/06/2026
coni:152084,FIGC|PGS,952555,01/07/2025,30/06/2026
coni:152127,FIGC,951633,01/07/2025,30/06/2026
coni:152130,FIGC,951683,01/07/2025,30/06/2026
coni:152134,FIGC,951716,01/07/2025,30/06/2026
coni:152137,FIGC,951742,01/07/2025,30/06/2026
coni:152142,FIGC,951759,01/07/2025,30/06/2026
coni:152145,FIGC,951778,01/07/2025,30/06/2026
coni:152147,FIGC,951801,01/07/2025,30/06/2026
coni:152149,AICS|FIGC,951809,01/07/2025,30/06/2026
coni:152153,FIGC,951826,01/07/2025,30/06/2026
coni:152154,FIGC,951829,01/07/2025,30/06/2026
coni:152155,FIGC,963092,01/07/2025,30/06/2026
coni:152159,FIGC,951839,01/07/2025,30/06/2026
coni:15216,FIGC,770209,01/07/2025,30/06/2026
coni:152160,AICS|FIGC,951843,01/07/2025,30/06/2026
coni:152162,FIGC,951846,01/07/2025,30/06/2026
coni:152173,FIGC,922709,01/07/2025,30/06/2026
coni:152174,CSEN|FIGC,951862,01/07/2025,30/06/2026
coni:152176,FIGC,951868,01/07/2025,30/06/2026
coni:152177,FIGC,951870,01/07/2025,30/06/2026
coni:152190,FIGC,951915,01/07/2025,30/06/2026
coni:152194,FIGC,951926,01/07/2025,30/06/2026
coni:152198,FIGC,951933,01/07/2025,30/06/2026
coni:152200,FIGC,951937,01/07/2025,30/06/2026
coni:152201,FIGC,951939,01/07/2025,30/06/2026
coni:152202,FIGC,951943,01/07/2025,30/06/2026
coni:152207,FIGC,951953,01/07/2025,30/06/2026
coni:152212,FIGC,951962,01/07/2025,30/06/2026
coni:152220,FIGC,951979,01/07/2025,30/06/2026
coni:152224,FIGC,951987,01/07/2025,30/06/2026
coni:152226,FIGC,951989,01/07/2025,30/06/2026
coni:152228,FIGC,951993,01/07/2025,30/06/2026
coni:152231,FIGC,951997,01/07/2025,30/06/2026
coni:15224,FIGC,61582,01/07/2025,30/06/2026
coni:152246,FIGC,952025,01/07/2025,30/06/2026
coni:152260,CSI|FIGC,952050,01/07/2025,30/06/2026
coni:152264,FIGC,952060,01/07/2025,30/06/2026
coni:152265,FIGC,952061,01/07/2025,30/06/2026
coni:152271,FIGC,952068,01/07/2025,30/06/2026
coni:152272,FIGC,952070,01/07/2025,30/06/2026
coni:152278,FIGC,952080,01/07/2025,30/06/2026
coni:152293,FIGC,952109,01/07/2025,30/06/2026
coni:152294,CSI|FIGC,08001211,18/10/2025,30/06/2026
coni:152305,FIGC,952125,01/07/2025,30/06/2026
coni:152307,CSEN|FIGC,952134,01/07/2025,30/06/2026
coni:152308,FIGC,952136,01/07/2025,30/06/2026
coni:152310,FIGC,952139,01/07/2025,30/06/2026
coni:152313,FIGC,953858,01/07/2025,30/06/2026
coni:152314,FIGC,952148,01/07/2025,30/06/2026
coni:152317,CSI|FIGC,952152,01/07/2025,30/06/2026
coni:152325,FIGC,952172,01/07/2025,30/06/2026
coni:152326,CSI|FIGC|FIP,55869,07/07/2025,30/06/2026
coni:152332,FIGC,952186,01/07/2025,30/06/2026
coni:152333,FIGC,952189,01/07/2025,30/06/2026
coni:152336,FIGC,952195,01/07/2025,30/06/2026
coni:152339,FIGC,952198,01/07/2025,30/06/2026
coni:152340,FIGC,952202,01/07/2025,30/06/2026
coni:152344,FIGC,952210,01/07/2025,30/06/2026
coni:152356,ASC|FIGC|PGS,952228,01/07/2025,30/06/2026
coni:152357,FIGC,952229,01/07/2025,30/06/2026
coni:152361,FIGC,947589,01/07/2025,30/06/2026
coni:152364,FIGC,952239,01/07/2025,30/06/2026
coni:152370,FIGC|US_ACLI,952249,01/07/2025,30/06/2026
coni:152378,FIGC,952260,01/07/2025,30/06/2026
coni:152380,FIGC,952265,01/07/2025,30/06/2026
coni:152383,FIGC,952268,01/07/2025,30/06/2026
coni:152386,FIGC,952274,01/07/2025,30/06/2026
coni:152393,FIGC|OPES,11581,03/09/2025,31/08/2026
coni:152396,FIGC,952303,01/07/2025,30/06/2026
coni:152398,CSEN|FIGC,952306,01/07/2025,30/06/2026
coni:152400,FIGC,952312,01/07/2025,30/06/2026
coni:152401,FIGC,952313,01/07/2025,30/06/2026
coni:152403,FIGC,952321,01/07/2025,30/06/2026
coni:152406,CSI|FIGC,952330,01/07/2025,30/06/2026
coni:152408,FIGC,952332,01/07/2025,30/06/2026
coni:152415,FIGC,952353,01/07/2025,30/06/2026
coni:152428,FIGC,952379,01/07/2025,30/06/2026
coni:152435,FIGC,952399,01/07/2025,30/06/2026
coni:152442,FIGC,952426,01/07/2025,30/06/2026
coni:152461,FIGC,952489,01/07/2025,30/06/2026
coni:152465,FIGC,952502,01/07/2025,30/06/2026
coni:152466,FIGC,952504,01/07/2025,30/06/2026
coni:152473,FIGC,952516,01/07/2025,30/06/2026
coni:152477,CSEN|FIGC,952553,01/07/2025,30/06/2026
coni:152534,FIGC,938590,01/07/2025,30/06/2026
coni:15255,CSI|FIGC,62938,01/07/2025,30/06/2026
coni:15259,FIGC,933775,01/07/2025,30/06/2026
coni:15267,CSI|FIGC,910215,01/07/2025,30/06/2026
coni:15269,FIGC,954887,01/07/2025,30/06/2026
coni:136227,FIGC,949474,01/07/2025,30/06/2026
coni:140167,FIGC,949391,01/07/2025,30/06/2026
coni:141920,FIGC,949603,01/07/2025,30/06/2026
coni:141933,FIGC,941598,01/07/2025,30/06/2026
coni:142234,FIGC,100015,01/07/2025,30/06/2026
coni:14310,CSI|FIGC,02200182,18/07/2025,30/06/2026
coni:14490,FIGC,920595,01/07/2025,30/06/2026
coni:146450,CSEN|FIGC,951536,01/07/2025,30/06/2026
coni:148877,FIGC,951530,01/07/2025,30/06/2026
coni:149029,FIGC,66408,01/07/2025,30/06/2026
coni:14907,FIGC,930140,01/07/2025,30/06/2026
coni:149168,FIGC,951794,01/07/2025,30/06/2026
coni:14995,FIGC,930784,01/07/2025,30/06/2026
coni:150139,FIGC,951892,01/07/2025,30/06/2026
coni:151524,FIGC|PGS,962805,01/07/2025,30/06/2026
coni:151566,FIGC,954900,01/07/2025,30/06/2026
coni:151958,FIGC,952226,01/07/2025,30/06/2026
coni:152282,FIGC,952091,01/07/2025,30/06/2026
coni:152322,FIGC,952164,01/07/2025,30/06/2026
coni:152346,CSI|FIGC|OPES,952212,01/07/2025,30/06/2026
coni:152721,FIGC,770185,01/07/2025,30/06/2026
coni:15274,CSI|FIGC,62129,01/07/2025,30/06/2026
coni:15276,FIGC,55740,01/07/2025,30/06/2026
coni:152776,FIGC,951483,01/07/2025,30/06/2026
coni:15285,FIGC,940738,01/07/2025,30/06/2026
coni:152861,FIGC,64826,01/07/2025,30/06/2026
coni:152936,FIGC,951468,01/07/2025,30/06/2026
coni:153053,FIGC,922176,01/07/2025,30/06/2026
coni:15307,CSI|FIGC|FIP|UISP,73055,01/07/2025,30/06/2026
coni:153080,AICS|CSI|FIGC,00002121,04/09/2025,30/06/2026
coni:153151,FIGC,951893,01/07/2025,30/06/2026
coni:153327,FIGC,962484,01/07/2025,30/06/2026
coni:153382,FIGC,51740,01/07/2025,30/06/2026
coni:153400,FIGC,931080,01/07/2025,30/06/2026
coni:153403,CSI|FIGC,11500673,29/08/2025,30/06/2026
coni:153409,FIGC,940969,01/07/2025,30/06/2026
coni:153418,FIGC,948103,01/07/2025,30/06/2026
coni:15342,FIGC,916527,01/07/2025,30/06/2026
coni:153420,FIGC,949753,01/07/2025,30/06/2026
coni:153421,CSEN|FIGC,949992,01/07/2025,30/06/2026
coni:153423,FIGC,950290,01/07/2025,30/06/2026
coni:153431,FIGC,951372,01/07/2025,30/06/2026
coni:153432,CSI|FIGC,951373,01/07/2025,30/06/2026
coni:153433,FIGC,951376,01/07/2025,30/06/2026
coni:153435,FIGC,951379,01/07/2025,30/06/2026
coni:153440,FIGC,951405,01/07/2025,30/06/2026
coni:153442,FIGC,951414,01/07/2025,30/06/2026
coni:153447,FIGC,951466,01/07/2025,30/06/2026
coni:153449,FIGC,951470,01/07/2025,30/06/2026
coni:153451,FIGC,951475,01/07/2025,30/06/2026
coni:153452,FIGC,951477,01/07/2025,30/06/2026
coni:153455,FIGC,951509,01/07/2025,30/06/2026
coni:153458,FIGC,951528,01/07/2025,30/06/2026
coni:153463,FIGC,951917,01/07/2025,30/06/2026
coni:15350,FIGC,911634,01/07/2025,30/06/2026
coni:15353,CSI|FIGC,941283,01/07/2025,30/06/2026
coni:153600,FIGC,917817,01/07/2025,30/06/2026
coni:153618,FIGC,952549,01/07/2025,30/06/2026
coni:15363,FIGC,932898,01/07/2025,30/06/2026
coni:15369,FIGC,943916,01/07/2025,30/06/2026
coni:153750,FIGC,100006,01/07/2025,30/06/2026
coni:153753,FIGC,100013,01/07/2025,30/06/2026
coni:153762,FIGC,948273,01/07/2025,30/06/2026
coni:153774,FIGC,950545,01/07/2025,30/06/2026
coni:153777,FIGC,35610,01/07/2025,30/06/2026
coni:153852,FIGC,938487,01/07/2025,30/06/2026
coni:153854,FIGC,937018,01/07/2025,30/06/2026
coni:153985,FIGC,59971,01/07/2025,30/06/2026
coni:153992,FIGC,949542,01/07/2025,30/06/2026
coni:154,FIGC,58341,01/07/2025,30/06/2026
coni:15407,CSEN|FIGC,676194,01/07/2025,30/06/2026
coni:154176,FIGC,953050,01/07/2025,30/06/2026
coni:1542,FIGC,66023,01/07/2025,30/06/2026
coni:154512,FIGC,952586,01/07/2025,30/06/2026
coni:154680,CSI|FIGC,952052,01/07/2025,30/06/2026
coni:1547,FIGC,730464,01/07/2025,30/06/2026
coni:154892,FIGC,68950,01/07/2025,30/06/2026
coni:1552,FIGC,71269,01/07/2025,30/06/2026
coni:155254,FIGC,954897,01/07/2025,30/06/2026
coni:155324,FIGC,937662,01/07/2025,30/06/2026
coni:155387,FIGC,939163,01/07/2025,30/06/2026
coni:15548,CSI|FIGC,62196,01/07/2025,30/06/2026
coni:155495,AICS|FIGC,60894,01/07/2025,30/06/2026
coni:15551,FIGC,945376,01/07/2025,30/06/2026
coni:155637,CSI|FIGC,963068,01/07/2025,30/06/2026
coni:155807,ENDAS|FIGC,964407,05/08/2025,30/06/2026
coni:155887,FIGC,73197,01/07/2025,30/06/2026
coni:15593,FIGC,934718,01/07/2025,30/06/2026
coni:156034,FIGC,947819,01/07/2025,30/06/2026
coni:156084,FIGC|US_ACLI,17200,08/01/2026,31/12/2026
coni:156179,FIGC|OPES,964570,10/09/2025,30/06/2026
coni:156216,FIGC,953414,01/07/2025,30/06/2026
coni:156248,CSEN|FIGC,911709,01/07/2025,30/06/2026
coni:156270,FIGC,951888,01/07/2025,30/06/2026
coni:15628,FIGC,937956,01/07/2025,30/06/2026
coni:15637,FIGC,917205,01/07/2025,30/06/2026
coni:15645,FIGC,920236,01/07/2025,30/06/2026
coni:156470,CSI|FIGC,952193,01/07/2025,30/06/2026
coni:156589,ENDAS|FIGC,952639,01/07/2025,30/06/2026
coni:15661,FIGC,941519,01/07/2025,30/06/2026
coni:156680,FIGC,954164,01/07/2025,30/06/2026
coni:156724,FIGC,62170,01/07/2025,30/06/2026
coni:156817,FIGC|OPES,98536,02/09/2025,31/08/2026
coni:156904,FIGC,934024,01/07/2025,30/06/2026
coni:156940,FIGC,952714,01/07/2025,30/06/2026
coni:15695,FIGC,941741,01/07/2025,30/06/2026
coni:156956,ASC|FIGC,951643,01/07/2025,30/06/2026
coni:156975,ENDAS|FIGC|UISP,962337,01/07/2025,30/06/2026
coni:157013,FIGC|US_ACLI,962469,01/07/2025,30/06/2026
coni:157067,FIGC,74374,01/07/2025,30/06/2026
coni:1571,FIGC,750465,01/07/2025,30/06/2026
coni:15717,FIGC,937829,01/07/2025,30/06/2026
coni:15721,FIGC,932889,01/07/2025,30/06/2026
coni:157223,CSEN|FIGC,962006,01/07/2025,30/06/2026
coni:15723,FIGC,933680,01/07/2025,30/06/2026
coni:157266,FIGC,953035,01/07/2025,30/06/2026
coni:157284,FIGC,933143,01/07/2025,30/06/2026
coni:157291,FIGC,951374,01/07/2025,30/06/2026
coni:157292,FIGC,952207,01/07/2025,30/06/2026
coni:157294,FIGC,952329,01/07/2025,30/06/2026
coni:157295,FIGC,952427,01/07/2025,30/06/2026
coni:157313,FIGC,954201,01/07/2025,30/06/2026
coni:157483,FIGC,948137,01/07/2025,30/06/2026
coni:157502,FIGC,962913,01/07/2025,30/06/2026
coni:157560,CSI|FIGC,09800285,01/07/2025,30/06/2026
coni:15771,FIGC,943128,01/07/2025,30/06/2026
coni:1579,FIGC,74536,01/07/2025,30/06/2026
coni:15793,FIGC,934475,01/07/2025,30/06/2026
coni:157945,FIGC,953081,01/07/2025,30/06/2026
coni:15796,FIGC,943716,01/07/2025,30/06/2026
coni:157970,FIGC,952746,01/07/2025,30/06/2026
coni:157990,CSEN|FIGC,952886,01/07/2025,30/06/2026
coni:158033,CSEN|FIGC,955000,01/07/2025,30/06/2026
coni:158195,FIGC,953018,01/07/2025,30/06/2026
coni:158226,FIGC,945777,01/07/2025,30/06/2026
coni:15823,FIGC,934079,01/07/2025,30/06/2026
coni:158234,FIGC,952712,01/07/2025,30/06/2026
coni:158235,FIGC,952716,01/07/2025,30/06/2026
coni:158236,CSI|FIGC,952717,01/07/2025,30/06/2026
coni:158239,FIGC,952728,01/07/2025,30/06/2026
coni:158241,CSI|FIGC,952737,01/07/2025,30/06/2026
coni:158242,FIGC,952740,01/07/2025,30/06/2026
coni:158243,FIGC,952743,01/07/2025,30/06/2026
coni:158251,FIGC,952764,01/07/2025,30/06/2026
coni:158252,FIGC,952767,01/07/2025,30/06/2026
coni:158254,CSI|FIGC,952771,01/07/2025,30/06/2026
coni:158256,FIGC,952779,01/07/2025,30/06/2026
coni:158257,FIGC,952783,01/07/2025,30/06/2026
coni:158258,FIGC,952784,01/07/2025,30/06/2026
coni:158261,FIGC,952792,01/07/2025,30/06/2026
coni:158266,FIGC,952798,01/07/2025,30/06/2026
coni:158269,FIGC,952811,01/07/2025,30/06/2026
coni:158270,FIGC,952812,01/07/2025,30/06/2026
coni:158272,FIGC,952819,01/07/2025,30/06/2026
coni:158274,FIGC,952827,01/07/2025,30/06/2026
coni:158278,FIGC,952838,01/07/2025,30/06/2026
coni:158281,FIGC,952846,01/07/2025,30/06/2026
coni:158283,CSI|FIGC,04300930,05/09/2025,30/06/2026
coni:158286,FIGC,952861,01/07/2025,30/06/2026
coni:158288,CSEN|FIGC,952863,01/07/2025,30/06/2026
coni:158289,FIGC,952864,01/07/2025,30/06/2026
coni:158293,FIGC,952875,01/07/2025,30/06/2026
coni:158294,FIGC,952876,01/07/2025,30/06/2026
coni:158295,ENDAS|FIGC,952887,01/07/2025,30/06/2026
coni:158298,FIGC,952900,01/07/2025,30/06/2026
coni:158303,CSEN|FIGC,952911,01/07/2025,30/06/2026
coni:158304,FIGC,952915,01/07/2025,30/06/2026
coni:158307,CSI|FIGC|UISP,952923,01/07/2025,30/06/2026
coni:158309,ASC|FIGC,952950,01/07/2025,30/06/2026
coni:158310,FIGC,952962,01/07/2025,30/06/2026
coni:158315,FIGC,952989,01/07/2025,30/06/2026
coni:158339,FIGC,952882,01/07/2025,30/06/2026
coni:158346,CSI|FIGC,12200197,17/07/2025,30/06/2026
coni:158462,CSEN|FIGC,953943,01/07/2025,30/06/2026
coni:158478,FIGC,953495,01/07/2025,30/06/2026
coni:158509,FIGC,953852,01/07/2025,30/06/2026
coni:158535,FIGC,955151,01/07/2025,30/06/2026
coni:158537,FIGC,953175,01/07/2025,30/06/2026
coni:158605,FIGC,952937,01/07/2025,30/06/2026
coni:158606,AICS|FIGC,952807,01/07/2025,30/06/2026
coni:158609,AICS|FIGC,952892,01/07/2025,30/06/2026
coni:158610,FIGC,953039,01/07/2025,30/06/2026
coni:158611,FIGC,964630,10/09/2025,30/06/2026
coni:158614,FIGC,952810,01/07/2025,30/06/2026
coni:158616,CSI|FIGC,952963,01/07/2025,30/06/2026
coni:158619,FIGC,953026,01/07/2025,30/06/2026
coni:158621,FIGC,946984,01/07/2025,30/06/2026
coni:158625,FIGC|PGS,952955,01/07/2025,30/06/2026
coni:158629,FIGC,953016,01/07/2025,30/06/2026
coni:158631,FIGC,952850,01/07/2025,30/06/2026
coni:158632,FIGC|UISP,952884,01/07/2025,30/06/2026
coni:158633,FIGC,953017,01/07/2025,30/06/2026
coni:158643,CSI|FIGC,953098,01/07/2025,30/06/2026
coni:158645,FIGC,951752,01/07/2025,30/06/2026
coni:158647,FIGC,952736,01/07/2025,30/06/2026
coni:158651,CSI|FIGC,952794,01/07/2025,30/06/2026
coni:158652,FIGC,952801,01/07/2025,30/06/2026
coni:158654,FIGC,952804,01/07/2025,30/06/2026
coni:158656,FIGC,952822,01/07/2025,30/06/2026
coni:158658,FIGC,952881,01/07/2025,30/06/2026
coni:158664,FIGC,952957,01/07/2025,30/06/2026
coni:158665,FIGC,952967,01/07/2025,30/06/2026
coni:158667,FIGC,952973,01/07/2025,30/06/2026
coni:158668,FIGC,952982,01/07/2025,30/06/2026
coni:158669,FIGC,952988,01/07/2025,30/06/2026
coni:158672,FIGC,953005,01/07/2025,30/06/2026
coni:158673,CSI|FIGC|UISP,953006,01/07/2025,30/06/2026
coni:158675,FIGC,953008,01/07/2025,30/06/2026
coni:158676,ASC|CSEN|FIGC,953009,01/07/2025,30/06/2026
coni:158677,FIGC,953019,01/07/2025,30/06/2026
coni:158678,FIGC,953022,01/07/2025,30/06/2026
coni:158685,FIGC,953055,01/07/2025,30/06/2026
coni:158688,CSI|FIGC,953633,01/07/2025,30/06/2026
coni:158719,FIGC,953174,01/07/2025,30/06/2026
coni:158779,CSI|FIGC,953878,01/07/2025,30/06/2026
coni:15882,FIGC|OPES,932726,01/07/2025,30/06/2026
coni:158871,FIGC,954899,01/07/2025,30/06/2026
coni:158898,CSI|FIGC,09700164,01/07/2025,30/06/2026
coni:15890,CSI|FIGC,81923,01/07/2025,30/06/2026
coni:158971,CSI|FIGC,02001871,07/07/2025,30/06/2026
coni:158980,CSI|FIGC,952800,01/07/2025,30/06/2026
coni:158986,FIGC,952890,01/07/2025,30/06/2026
coni:158988,FIGC,952825,01/07/2025,30/06/2026
coni:158990,FIGC,953728,01/07/2025,30/06/2026
coni:158991,FIGC,953150,01/07/2025,30/06/2026
coni:158994,FIGC,952327,01/07/2025,30/06/2026
coni:158996,FIGC,952735,01/07/2025,30/06/2026
coni:158997,FIGC,952832,01/07/2025,30/06/2026
coni:158998,FIGC,952841,01/07/2025,30/06/2026
coni:159001,CSI|FIGC,952927,01/07/2025,30/06/2026
coni:159002,FIGC,952933,01/07/2025,30/06/2026
coni:159003,FIGC,952965,01/07/2025,30/06/2026
coni:159008,FIGC,953059,01/07/2025,30/06/2026
coni:159009,FIGC,953065,01/07/2025,30/06/2026
coni:159013,FIGC,953103,01/07/2025,30/06/2026
coni:159014,FIGC,953736,01/07/2025,30/06/2026
coni:159124,FIGC,963171,01/07/2025,30/06/2026
coni:159167,FIGC,948357,01/07/2025,30/06/2026
coni:15923,FIGC,917088,01/07/2025,30/06/2026
coni:159260,FIGC,955565,01/07/2025,30/06/2026
coni:159305,FIGC,945372,01/07/2025,30/06/2026
coni:159310,CSI|FIGC,951621,01/07/2025,30/06/2026
coni:159315,FIGC,952030,01/07/2025,30/06/2026
coni:15932,CSI|FIGC,204317,01/07/2025,30/06/2026
coni:159333,FIGC|OPES,954170,01/07/2025,30/06/2026
coni:159342,FIGC,952349,01/07/2025,30/06/2026
coni:159345,FIGC,952701,01/07/2025,30/06/2026
coni:159346,FIGC,952741,01/07/2025,30/06/2026
coni:159347,FIGC,952742,01/07/2025,30/06/2026
coni:159348,FIGC,952770,01/07/2025,30/06/2026
coni:159350,FIGC,952869,01/07/2025,30/06/2026
coni:159361,FIGC,953038,01/07/2025,30/06/2026
coni:159362,FIGC,953062,01/07/2025,30/06/2026
coni:159367,FIGC,963006,01/07/2025,30/06/2026
coni:159371,FIGC,953159,01/07/2025,30/06/2026
coni:159372,CSI|FIGC,953187,01/07/2025,30/06/2026
coni:159373,FIGC,953209,01/07/2025,30/06/2026
coni:159375,AICS|FIGC,953229,01/07/2025,30/06/2026
coni:159440,FIGC,955418,01/07/2025,30/06/2026
coni:15945,CSI|FIGC,944503,01/07/2025,30/06/2026
coni:159453,CSEN|FIGC,953901,01/07/2025,30/06/2026
coni:15947,FIGC,947252,01/07/2025,30/06/2026
coni:159529,FIGC,952866,01/07/2025,30/06/2026
coni:159531,FIGC,953156,01/07/2025,30/06/2026
coni:159534,FIGC,953274,01/07/2025,30/06/2026
coni:159607,FIGC,952986,01/07/2025,30/06/2026
coni:159608,FIGC,953129,01/07/2025,30/06/2026
coni:159609,FIGC,962506,01/07/2025,30/06/2026
coni:159610,FIGC,953207,01/07/2025,30/06/2026
coni:159611,FIGC,964165,01/07/2025,30/06/2026
coni:159613,FIGC,953249,01/07/2025,30/06/2026
coni:159614,ASC|FIGC,953250,01/07/2025,30/06/2026
coni:159619,FIGC,953321,01/07/2025,30/06/2026
coni:159620,FIGC,953329,01/07/2025,30/06/2026
coni:159643,FIGC,953442,01/07/2025,30/06/2026
coni:15965,CSI|FIGC|UISP,938282,01/07/2025,30/06/2026
coni:159729,FIGC,953890,01/07/2025,30/06/2026
coni:15973,FIGC,770357,01/07/2025,30/06/2026
coni:159760,FIGC,952960,01/07/2025,30/06/2026
coni:159765,FIGC,953299,01/07/2025,30/06/2026
coni:159770,FIGC,953295,01/07/2025,30/06/2026
coni:159774,FIGC,953197,01/07/2025,30/06/2026
coni:1598,FIGC,949587,01/07/2025,30/06/2026
coni:15981,FIGC,947067,01/07/2025,30/06/2026
coni:159862,FIGC,952145,01/07/2025,30/06/2026
coni:159901,FIGC,953161,01/07/2025,30/06/2026
coni:159904,FIGC,953173,01/07/2025,30/06/2026
coni:159905,FIGC,953179,01/07/2025,30/06/2026
coni:159906,FIGC,953180,01/07/2025,30/06/2026
coni:159909,FIGC,953215,01/07/2025,30/06/2026
coni:159910,FIGC,953218,01/07/2025,30/06/2026
coni:159911,FIGC,953244,01/07/2025,30/06/2026
coni:159912,FIGC,953251,01/07/2025,30/06/2026
coni:159916,FIGC,953284,01/07/2025,30/06/2026
coni:159920,FIGC,953327,01/07/2025,30/06/2026
coni:159921,FIGC,953341,01/07/2025,30/06/2026
coni:159922,FIGC,953383,01/07/2025,30/06/2026
coni:15993,FIGC|UISP,932339,01/07/2025,30/06/2026
coni:159947,CSI|FIGC,953188,01/07/2025,30/06/2026
coni:159949,FIGC,953236,01/07/2025,30/06/2026
coni:159951,FIGC,953277,01/07/2025,30/06/2026
coni:159952,FIGC,953280,01/07/2025,30/06/2026
coni:159954,FIGC,953306,01/07/2025,30/06/2026
coni:159956,FIGC,953183,01/07/2025,30/06/2026
coni:15998,FIGC|UISP,938183,01/07/2025,30/06/2026
coni:160049,FIGC,954955,01/07/2025,30/06/2026
coni:16006,FIGC,932678,01/07/2025,30/06/2026
coni:16011,FIGC,938129,01/07/2025,30/06/2026
coni:160157,FIGC,19520,01/07/2025,30/06/2026
coni:160158,FIGC,930648,01/07/2025,30/06/2026
coni:16016,FIGC,72871,01/07/2025,30/06/2026
coni:160164,FIGC,952738,01/07/2025,30/06/2026
coni:160174,FIGC,953139,01/07/2025,30/06/2026
coni:160186,FIGC,953481,01/07/2025,30/06/2026
coni:1603,FIGC,937022,01/07/2025,30/06/2026
coni:16030,FIGC,69884,01/07/2025,30/06/2026
coni:160329,FIGC|OPES,964440,08/08/2025,30/06/2026
coni:160362,FIGC,66939,01/07/2025,30/06/2026
coni:16037,FIGC,936351,01/07/2025,30/06/2026
coni:160442,CSEN|FIGC,952975,01/07/2025,30/06/2026
coni:160444,FIGC,952987,01/07/2025,30/06/2026
coni:160450,FIGC,953170,01/07/2025,30/06/2026
coni:160455,FIGC,953211,01/07/2025,30/06/2026
coni:160458,FIGC,953254,01/07/2025,30/06/2026
coni:160461,FIGC,953270,01/07/2025,30/06/2026
coni:160462,FIGC,953271,01/07/2025,30/06/2026
coni:160466,FIGC|PGS,953324,01/07/2025,30/06/2026
coni:160476,FIGC,953363,01/07/2025,30/06/2026
coni:160478,FIGC,953388,01/07/2025,30/06/2026
coni:160493,ASC|FIGC,955020,01/07/2025,30/06/2026
coni:160495,FIGC|OPES,953347,01/07/2025,30/06/2026
coni:16054,FIGC,943229,01/07/2025,30/06/2026
coni:160609,CSI|FIGC,953531,01/07/2025,30/06/2026
coni:160675,CSI|FIGC,954447,01/07/2025,30/06/2026
coni:160679,CSEN|FIGC|PGS,953549,01/07/2025,30/06/2026
coni:160728,CSI|FIGC,954160,01/07/2025,30/06/2026
coni:16074,FIGC,919805,01/07/2025,30/06/2026
coni:160745,FIGC,953507,01/07/2025,30/06/2026
coni:160820,FIGC|UISP,955110,01/07/2025,30/06/2026
coni:160851,FIGC,962899,01/07/2025,30/06/2026
coni:160860,FIGC,953415,01/07/2025,30/06/2026
coni:160861,FIGC,953501,01/07/2025,30/06/2026
coni:160863,CSEN|FIGC,953461,01/07/2025,30/06/2026
coni:160870,CSI|FIGC,953492,01/07/2025,30/06/2026
coni:160871,FIGC,952930,01/07/2025,30/06/2026
coni:16089,FIGC,58652,01/07/2025,30/06/2026
coni:16090,CSI|FIGC,7870,01/07/2025,30/06/2026
coni:160993,FIGC,954457,01/07/2025,30/06/2026
coni:16103,FIGC,947437,01/07/2025,30/06/2026
coni:161057,FIGC,955423,01/07/2025,30/06/2026
coni:161105,FIGC,57848,01/07/2025,30/06/2026
coni:161133,FIGC,963112,01/07/2025,30/06/2026
coni:161141,FIGC,953466,01/07/2025,30/06/2026
coni:161144,FIGC,953198,01/07/2025,30/06/2026
coni:161147,FIGC,964734,17/09/2025,30/06/2026
coni:161148,CSEN|FIGC,203893,01/07/2025,30/06/2026
coni:161155,FIGC,953444,01/07/2025,30/06/2026
coni:161192,CSEN|FIGC,953541,01/07/2025,30/06/2026
coni:161248,CSEN|FIGC,954409,01/07/2025,30/06/2026
coni:161302,FIGC,954277,01/07/2025,30/06/2026
coni:161315,FIGC,964968,20/10/2025,30/06/2026
coni:161352,FIGC,962514,01/07/2025,30/06/2026
coni:16136,FIGC,78879,01/07/2025,30/06/2026
coni:16139,FIGC,76343,01/07/2025,30/06/2026
coni:161467,FIGC,964681,18/09/2025,30/06/2026
coni:161472,FIGC,953282,01/07/2025,30/06/2026
coni:161584,FIGC,920823,01/07/2025,30/06/2026
