registry_club_id,id_societa,club_name,discipline_raw,clubandplayer_sport
coni:14761,14761,GRUPPO POLISPORTIVO VIGNE A.S.D.,Calcio (a 11),Calcio
coni:147696,147696,A.S.D. CITTA' DI BRUGHERIO,Calcio (a 11),Calcio
coni:147696,147696,A.S.D. CITTA' DI BRUGHERIO,Calcio (a 7),Calcio
coni:14774,14774,A.S.D. FUTSAL ORTONA,Futsal (calcio da sala - calcio a 5),Futsal
coni:147747,147747,ASD FOLGORE AMASENO,Calcio (a 11),Calcio
coni:14776,14776,A.S.D. LORENZO GIANGIACOMO VILLA 2015,Calcio (a 11),Calcio
coni:14794,14794,A.S.D. CITTA' DI CASALE,Calcio (a 11),Calcio
coni:147965,147965,A.S.D. LIBRIZZI,Futsal (calcio da sala - calcio a 5),Futsal
coni:147982,147982,"ASSOCIAZIONE SPORTIVA DILETTANTISTICA ""FOOTBALL ACADEMY S.MARZANO""",Calcio (a 11),Calcio
coni:147994,147994,ASSOCIAZIONE SPORTIVA DILETTANTISTICA TARANTASCA 2018,Calcio (a 11),Calcio
coni:148040,148040,LEMINE ALMENNO CALCIO A.S.D.,Calcio (a 11),Calcio
coni:148053,148053,ASD POLISPORTIVA BAGNOLI FREE SPORT,Calcio (a 11),Calcio
coni:148074,148074,A. C. CHIUSI 2018 A.S.D.,Calcio (a 11),Calcio
coni:14813,14813,ASSOCIAZIONE CALCIO OSTERIA GRANDE - SOCIETA' SPORTIVA DILETTANTI STICA A R.L.,Calcio (a 11),Calcio
coni:14813,14813,ASSOCIAZIONE CALCIO OSTERIA GRANDE - SOCIETA' SPORTIVA DILETTANTI STICA A R.L.,Futsal (calcio da sala - calcio a 5),Futsal
coni:148348,148348,ASSOCIAZIONE SPORTIVA DILETTANTISTICA VDP5 ACADEMY SALERNO,Calcio (a 11),Calcio
coni:148348,148348,ASSOCIAZIONE SPORTIVA DILETTANTISTICA VDP5 ACADEMY SALERNO,Calcio (a 8),Calcio
coni:148348,148348,ASSOCIAZIONE SPORTIVA DILETTANTISTICA VDP5 ACADEMY SALERNO,Futsal (calcio da sala - calcio a 5),Futsal
coni:148348,148348,ASSOCIAZIONE SPORTIVA DILETTANTISTICA VDP5 ACADEMY SALERNO,Calcio (a 7),Calcio
coni:148391,148391,A.S.D. BONNANARO 2019,Calcio (a 11),Calcio
coni:148392,148392,ASSOCIAZIONE SPORTIVA DILETTANTISTICA BLUE SOCCER ACADEMY,Calcio (a 11),Calcio
coni:148392,148392,ASSOCIAZIONE SPORTIVA DILETTANTISTICA BLUE SOCCER ACADEMY,Futsal (calcio da sala - calcio a 5),Futsal
coni:148475,148475,A.S.D SAN GIORGIO,Calcio (a 11),Calcio
coni:148475,148475,A.S.D SAN GIORGIO,Calcio (a 8),Calcio
coni:148475,148475,A.S.D SAN GIORGIO,Futsal (calcio da sala - calcio a 5),Futsal
coni:148475,148475,A.S.D SAN GIORGIO,Calcio (a 7),Calcio
coni:148585,148585,CENTRO SPORTIVO FULL HD ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 7),Calcio
coni:148607,148607,NUGHEDU ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:148632,148632,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SERENO CALCIO,Calcio (a 7),Calcio
coni:148632,148632,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SERENO CALCIO,Calcio (a 11),Calcio
coni:148632,148632,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SERENO CALCIO,Futsal (calcio da sala - calcio a 5),Futsal
coni:14867,14867,ALMA FANO CALCIO - SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,Calcio (a 11),Calcio
coni:148682,148682,UNIONE SPORTIVA DILETTANTISTICA MONTOPOLI,Calcio (a 11),Calcio
coni:1488,1488,OLYMPIC MORBEGNO S.S.D. A R.L.,Calcio (a 11),Calcio
coni:1488,1488,OLYMPIC MORBEGNO S.S.D. A R.L.,Pallavolo,Volley
coni:148822,148822,FUTSAL SASSUOLO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Futsal (calcio da sala - calcio a 5),Futsal
coni:148826,148826,ASSOCIAZIONE SPORTIVA DILETTANTISTICA PIETRAFITTA,Calcio (a 11),Calcio
coni:148870,148870,ASD BLINGINK SOVERATO CALCIO A 5,Futsal (calcio da sala - calcio a 5),Futsal
coni:148873,148873,A.S.D. POLISPORTIVA NICOSIA,Calcio (a 11),Calcio
coni:148873,148873,A.S.D. POLISPORTIVA NICOSIA,Futsal (calcio da sala - calcio a 5),Futsal
coni:148882,148882,A.S.D CALCIO . BARCA CASTELDEBOLE,Calcio (a 11),Calcio
coni:148884,148884,A.S.D. DEPORTIVO-BAGNOLO,Calcio (a 11),Calcio
coni:148885,148885,REAL MONTEFELTRO A.S.D.,Calcio (a 11),Calcio
coni:148887,148887,MERNAP FAENZA S.S.D. A R.L.,Futsal (calcio da sala - calcio a 5),Futsal
coni:148893,148893,A.S.D. GUARDAMIGLIO S.M.V.,Calcio (a 11),Calcio
coni:148897,148897,MERLO CALCIO A 5 ASD,Futsal (calcio da sala - calcio a 5),Futsal
coni:148898,148898,ASSOCIAZIONE SPORTIVA DILETTANTISTICA REAL ROCCHENERE,Calcio (a 11),Calcio
coni:148898,148898,ASSOCIAZIONE SPORTIVA DILETTANTISTICA REAL ROCCHENERE,Futsal (calcio da sala - calcio a 5),Futsal
coni:148898,148898,ASSOCIAZIONE SPORTIVA DILETTANTISTICA REAL ROCCHENERE,Calcio (a 7),Calcio
coni:148899,148899,USD CORBOLA SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,Calcio (a 11),Calcio
coni:1489,1489,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ROSETO CALCIO,Calcio (a 11),Calcio
coni:148901,148901,ASSOCIAZIONE SPORTIVA DILETTANTISTICA DINAMO KAVE 2013,Calcio (a 11),Calcio
coni:148902,148902,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CORTELLAZZO,Calcio (a 11),Calcio
coni:148905,148905,UNIONE SPORTIVA SEMPRONIANO,Calcio (a 11),Calcio
coni:148906,148906,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ROSIA,Calcio (a 11),Calcio
coni:148907,148907,A.S.D. REAL PERETOLA,Calcio (a 11),Calcio
coni:148911,148911,FUTSAL MOLINELLA 2018 SRL SPORTIVA DILETTANTISTICA,Futsal (calcio da sala - calcio a 5),Futsal
coni:148911,148911,FUTSAL MOLINELLA 2018 SRL SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:148917,148917,A.S.D. PALLARE CALCIO,Calcio (a 11),Calcio
coni:148918,148918,A.S.D. ATLETICO MANFRO,Calcio (a 11),Calcio
coni:148924,148924,ENJOY FOOTBALL CLUB 2019 ASD,Calcio (a 11),Calcio
coni:148924,148924,ENJOY FOOTBALL CLUB 2019 ASD,Calcio (a 8),Calcio
coni:148924,148924,ENJOY FOOTBALL CLUB 2019 ASD,Futsal (calcio da sala - calcio a 5),Futsal
coni:148926,148926,C.S.D. CALCIO PEDRENGO,Calcio (a 11),Calcio
coni:148926,148926,C.S.D. CALCIO PEDRENGO,Calcio (a 7),Calcio
coni:148986,148986,A.S.D. TROFARELLO 1927,Calcio (a 11),Calcio
coni:148987,148987,ASSOCIAZIONE SPORTIVA DILETTANTISTICA BORORE 1967,Calcio (a 11),Calcio
coni:149007,149007,A.P.D. SAMMICHELE 1992,Futsal (calcio da sala - calcio a 5),Futsal
coni:149031,149031,ASSOCIAZIONE SPORTIVA DILETTANTISTICA RECCO 2019,Calcio (a 11),Calcio
coni:149033,149033,ASSOCIAZIONE SPORTIVA DILETTANTISTICA POLIRONE 2019 A.S.D.,Calcio (a 11),Calcio
coni:149033,149033,ASSOCIAZIONE SPORTIVA DILETTANTISTICA POLIRONE 2019 A.S.D.,Calcio (a 7),Calcio
coni:149034,149034,A.S.D. ATLETICO ATELLANA,Calcio (a 11),Calcio
coni:149036,149036,AGNA ACADEMY ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:14905,14905,EAGLES VIRTUS ANCORA ASD,Calcio (a 11),Calcio
coni:14905,14905,EAGLES VIRTUS ANCORA ASD,Futsal (calcio da sala - calcio a 5),Futsal
coni:14905,14905,EAGLES VIRTUS ANCORA ASD,Calcio (a 7),Calcio
coni:149063,149063,A.S.D. VOLARE POLIGNANO,Futsal (calcio da sala - calcio a 5),Futsal
coni:149097,149097,SPG CAERANO CROCETTA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Futsal (calcio da sala - calcio a 5),Futsal
coni:149100,149100,ASSOCIAZIONE SPORTIVA DILETTANTISTICA VILLA SAN VINCENZO,Calcio (a 11),Calcio
coni:149122,149122,SAREGO-LIONA ACADEMY SSD A RL,Calcio (a 11),Calcio
coni:149123,149123,A.S.D. UNION RIVER,Calcio (a 11),Calcio
coni:149129,149129,LA RESISTENTE A.S.D.,Calcio (a 11),Calcio
coni:149129,149129,LA RESISTENTE A.S.D.,Futsal (calcio da sala - calcio a 5),Futsal
coni:149129,149129,LA RESISTENTE A.S.D.,Calcio (a 7),Calcio
coni:149129,149129,LA RESISTENTE A.S.D.,Pallavolo,Volley
coni:149131,149131,ATHLETIC VILLAGGIO A.S.D.,Calcio (a 11),Calcio
coni:149132,149132,ASSOCIAZIONE SPORTIVA DILETTANTISTICA REAL RAMPAZZO,Calcio (a 11),Calcio
coni:149134,149134,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ROXIUS,Calcio (a 11),Calcio
coni:149135,149135,ASD SELVATELLE,Calcio (a 11),Calcio
coni:149137,149137,ASD FUTSAL THIENE,Futsal (calcio da sala - calcio a 5),Futsal
coni:149138,149138,S.S.D. A R.L. CITTA' DI BASSANO 1903 S.C.,Calcio (a 11),Calcio
coni:149145,149145,A.S.D. FOOTBALL CLUB BEDIZZOLE,Calcio (a 11),Calcio
coni:149146,149146,ASD REAL FOLIGNO C5,Futsal (calcio da sala - calcio a 5),Futsal
coni:149146,149146,ASD REAL FOLIGNO C5,Calcio (a 11),Calcio
coni:149150,149150,CAVALLINA CALCIO A.S.D.,Calcio (a 11),Calcio
coni:149154,149154,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ASCA,Calcio (a 11),Calcio
coni:149155,149155,AS CAVRIGLIA ASD,Calcio (a 11),Calcio
coni:149156,149156,ASD LA CASTELLANA 1969,Calcio (a 11),Calcio
coni:149159,149159,ASD FUTSAL HURRICANE,Futsal (calcio da sala - calcio a 5),Futsal
coni:149166,149166,LORIA - ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:149167,149167,ATLAS ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:149167,149167,ATLAS ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Rugby a 7,Rugby
coni:149167,149167,ATLAS ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Rugby a 15,Rugby
coni:149167,149167,ATLAS ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 8),Calcio
coni:149167,149167,ATLAS ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Beach Soccer,Calcio
coni:149167,149167,ATLAS ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Futsal (calcio da sala - calcio a 5),Futsal
coni:149167,149167,ATLAS ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 7),Calcio
coni:149171,149171,VORNO 1972 ASD,Calcio (a 11),Calcio
coni:149177,149177,ASD FC DUCCIO DINI,Calcio (a 11),Calcio
coni:149182,149182,A.S.D. SUPERGA MUZZA,Calcio (a 11),Calcio
coni:149183,149183,ASD PRAVIS 1971,Calcio (a 11),Calcio
coni:149194,149194,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CASCINA MAMETE,Calcio (a 11),Calcio
coni:149194,149194,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CASCINA MAMETE,Calcio (a 7),Calcio
coni:149200,149200,A.S.D. ACADEMY SAN NICOLA,Calcio (a 11),Calcio
coni:149202,149202,A.S.D. REAL CALVIZZANO 2019,Calcio (a 11),Calcio
coni:149202,149202,A.S.D. REAL CALVIZZANO 2019,Calcio (a 8),Calcio
coni:149202,149202,A.S.D. REAL CALVIZZANO 2019,Futsal (calcio da sala - calcio a 5),Futsal
coni:149202,149202,A.S.D. REAL CALVIZZANO 2019,Calcio (a 7),Calcio
coni:149204,149204,ASSOCIAZIONE SPORTIVA DILETTANTISTICA FANELLO CALCIO ORVIETO,Calcio (a 11),Calcio
coni:149211,149211,ASD PIAGGIONE VILLANOVA CALCIO,Calcio (a 11),Calcio
coni:149211,149211,ASD PIAGGIONE VILLANOVA CALCIO,Futsal (calcio da sala - calcio a 5),Futsal
coni:149211,149211,ASD PIAGGIONE VILLANOVA CALCIO,Calcio (a 7),Calcio
coni:14923,14923,A.S.D. FUTSAL FIEMME - ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Futsal (calcio da sala - calcio a 5),Futsal
coni:149290,149290,A.S.D. LEONI POZZO,Calcio (a 11),Calcio
coni:149323,149323,POLISPORTIVA VALSAMOGGIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:149323,149323,POLISPORTIVA VALSAMOGGIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Pallamano,Pallamano
coni:149323,149323,POLISPORTIVA VALSAMOGGIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 8),Calcio
coni:149323,149323,POLISPORTIVA VALSAMOGGIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Pallacanestro,Basket
coni:149323,149323,POLISPORTIVA VALSAMOGGIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Pallavolo,Volley
coni:149323,149323,POLISPORTIVA VALSAMOGGIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Rugby a 7,Rugby
coni:149323,149323,POLISPORTIVA VALSAMOGGIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Rugby a 15,Rugby
coni:149323,149323,POLISPORTIVA VALSAMOGGIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Futsal (calcio da sala - calcio a 5),Futsal
coni:149323,149323,POLISPORTIVA VALSAMOGGIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,ATTIVITA' SUBACQUEE E NUOTO PINNATO Basket con le pinne (Finswimming Basket),Basket
coni:149323,149323,POLISPORTIVA VALSAMOGGIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Pallanuoto con le pinne (Finswimming Ball),Pallanuoto
coni:149323,149323,POLISPORTIVA VALSAMOGGIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Rugby subacqueo,Rugby
coni:1494,1494,A.S.D. SOLARITY,Futsal (calcio da sala - calcio a 5),Futsal
coni:149454,149454,SSDRL PSN LEGNARO POLVERARA,Calcio (a 11),Calcio
coni:149454,149454,SSDRL PSN LEGNARO POLVERARA,Futsal (calcio da sala - calcio a 5),Futsal
coni:149466,149466,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ATLETICO BIBBIANO CANOSSA,Calcio (a 11),Calcio
coni:149474,149474,A.S.D. FOOTBALL CALTANISSETTA,Calcio (a 11),Calcio
coni:149474,149474,A.S.D. FOOTBALL CALTANISSETTA,Futsal (calcio da sala - calcio a 5),Futsal
coni:149475,149475,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SAMASSI CALCIO 2019,Calcio (a 11),Calcio
coni:14951,14951,A.S.D. CITTA' DI APRILIA,Calcio (a 11),Calcio
coni:149523,149523,C.G.D.S. CALCIO MISINTO,Calcio (a 11),Calcio
coni:149523,149523,C.G.D.S. CALCIO MISINTO,Calcio (a 7),Calcio
coni:149538,149538,F.C. SPORTING ANGRI ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:14955,14955,A.S.D. CESANE,Calcio (a 11),Calcio
coni:149553,149553,ASD ACCADEMIA BMV,Calcio (a 11),Calcio
coni:149553,149553,ASD ACCADEMIA BMV,Calcio (a 7),Calcio
coni:149654,149654,ASSOCIAZIONE SPORTIVA DILETTANTISTICA C.S. RIOMAIOR 1965,Calcio (a 11),Calcio
coni:149654,149654,ASSOCIAZIONE SPORTIVA DILETTANTISTICA C.S. RIOMAIOR 1965,Calcio (a 7),Calcio
coni:149662,149662,ASSOC. SPPORTIVA DILETTANTISTICA CALCIO CESANO MADERNO,Calcio (a 11),Calcio
coni:149719,149719,VILLACIDRESE A.S.D.,Calcio (a 11),Calcio
coni:149719,149719,VILLACIDRESE A.S.D.,Futsal (calcio da sala - calcio a 5),Futsal
coni:14975,14975,ASD MONTELLO CALCIO,Calcio (a 11),Calcio
coni:14979,14979,F.C.D. NOGAREDO A.S.D.,Calcio (a 11),Calcio
coni:149798,149798,ASS.SPORTIVA DILETTANTISTICA CALCIO TRINACRIA MESSINA,Calcio (a 11),Calcio
coni:149798,149798,ASS.SPORTIVA DILETTANTISTICA CALCIO TRINACRIA MESSINA,Futsal (calcio da sala - calcio a 5),Futsal
coni:149798,149798,ASS.SPORTIVA DILETTANTISTICA CALCIO TRINACRIA MESSINA,Calcio (a 7),Calcio
coni:149894,149894,CONTEA NORMANNA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:149900,149900,A.S.D. DEPORTIVO,Calcio (a 11),Calcio
coni:149913,149913,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MADONNA DELLA SALUTE,Calcio (a 11),Calcio
coni:149922,149922,ATLETICO CAGLIARI - SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,Calcio (a 11),Calcio
coni:149943,149943,A.S.D. IL PONTE,Calcio (a 11),Calcio
coni:149943,149943,A.S.D. IL PONTE,Calcio (a 7),Calcio
coni:149962,149962,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MONCALVOCALCIO,Calcio (a 11),Calcio
coni:149962,149962,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MONCALVOCALCIO,Futsal (calcio da sala - calcio a 5),Futsal
coni:149996,149996,DE AGOSTINI ACADEMY ASD,Calcio (a 11),Calcio
coni:149996,149996,DE AGOSTINI ACADEMY ASD,Futsal (calcio da sala - calcio a 5),Futsal
coni:150015,150015,ASSOCIAZIONE SPORTIVA DILETTANTISTICA STRUMENTO,Futsal (calcio da sala - calcio a 5),Futsal
coni:150015,150015,ASSOCIAZIONE SPORTIVA DILETTANTISTICA STRUMENTO,Calcio (a 11),Calcio
coni:150015,150015,ASSOCIAZIONE SPORTIVA DILETTANTISTICA STRUMENTO,Calcio (a 7),Calcio
coni:150015,150015,ASSOCIAZIONE SPORTIVA DILETTANTISTICA STRUMENTO,Calcio (a 8),Calcio
coni:150077,150077,A.S.D. ACCADEMIA MARIGNANESE,Calcio (a 11),Calcio
coni:150078,150078,CENTRO SPORTIVO SUASA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Futsal (calcio da sala - calcio a 5),Futsal
coni:150084,150084,ASD VIRTUS MONTEFALCIONE,Calcio (a 11),Calcio
coni:150187,150187,A.P.D. TERRE DEL LACRIMA,Calcio (a 11),Calcio
coni:150188,150188,ASD ORSAROSA,Futsal (calcio da sala - calcio a 5),Futsal
coni:150188,150188,ASD ORSAROSA,Pallavolo,Volley
coni:150247,150247,PIEVE DI CAGNA A.S.D.,Calcio (a 11),Calcio
coni:150269,150269,NOVELLO CALCIO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:150269,150269,NOVELLO CALCIO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Futsal (calcio da sala - calcio a 5),Futsal
coni:150269,150269,NOVELLO CALCIO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 7),Calcio
coni:150274,150274,DINAMO SANTIAGO ASD,Calcio (a 11),Calcio
coni:15030,15030,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CALCIO MERLARA,Calcio (a 11),Calcio
coni:150357,150357,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CLUB FINALE,Calcio (a 11),Calcio
coni:150436,150436,ASD SINI MASULLAS 2011,Calcio (a 11),Calcio
coni:150436,150436,ASD SINI MASULLAS 2011,Futsal (calcio da sala - calcio a 5),Futsal
coni:15045,15045,ASSOCIAZIONE SPORTIVA DILETTANTISTICA F.C.D. REAL VIRTUS,Calcio (a 11),Calcio
coni:15045,15045,ASSOCIAZIONE SPORTIVA DILETTANTISTICA F.C.D. REAL VIRTUS,Futsal (calcio da sala - calcio a 5),Futsal
coni:15045,15045,ASSOCIAZIONE SPORTIVA DILETTANTISTICA F.C.D. REAL VIRTUS,Calcio (a 7),Calcio
coni:15045,15045,ASSOCIAZIONE SPORTIVA DILETTANTISTICA F.C.D. REAL VIRTUS,Pallavolo,Volley
coni:150542,150542,ASSOCIAZIONE SPORTIVA DILETTANTISTICA S.G. DI FLUMINI DI QUARTU SANT'ELENA,Calcio (a 11),Calcio
coni:150545,150545,OPLONTINA ASD,Calcio (a 11),Calcio
coni:150545,150545,OPLONTINA ASD,Calcio (a 8),Calcio
coni:150545,150545,OPLONTINA ASD,Calcio (a 7),Calcio
coni:150545,150545,OPLONTINA ASD,Futsal (calcio da sala - calcio a 5),Futsal
coni:15057,15057,ASD ACADEMY QM MASSAROSA,Calcio (a 11),Calcio
coni:150667,150667,ACADEMY BRIGNOLA ASD,Calcio (a 11),Calcio
coni:150690,150690,A.S.D. CALIONS,Calcio (a 11),Calcio
coni:15076,15076,U.S. BO.CA. JUNIOR A.S.D,Calcio (a 11),Calcio
coni:15076,15076,U.S. BO.CA. JUNIOR A.S.D,Futsal (calcio da sala - calcio a 5),Futsal
coni:15078,15078,A.S.D. SPIANATE CALCIO,Calcio (a 11),Calcio
coni:150791,150791,ASD ORGOGLIO CAMPANO BARRA,Futsal (calcio da sala - calcio a 5),Futsal
coni:150956,150956,ASSOCIAZIONE SPORTIVA DILETTANTISTICA TROTTA OLIMPIA 2019,Calcio (a 11),Calcio
coni:15102,15102,TORRELAGHESE 2015 ASD,Calcio (a 11),Calcio
coni:15112,15112,ASD VENEZIA CALCIO 1985,Calcio (a 11),Calcio
coni:151203,151203,A.S.D. REUNION SANGUINETTO,Calcio (a 11),Calcio
coni:151207,151207,REAL CASAMALE ASD,Calcio (a 11),Calcio
coni:15121,15121,A.S.D. PRO CALCIO TERACINA,Calcio (a 11),Calcio
coni:15122,15122,A.S.D. Santangiolese Calcio,Calcio (a 11),Calcio
coni:15125,15125,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CALCIO CAVINESE AIRONE,Calcio (a 11),Calcio
coni:151251,151251,TREVISO FOOTBALL CLUB SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,Calcio (a 11),Calcio
coni:151262,151262,A.S.D. SCICLI SPORTING CLUB,Futsal (calcio da sala - calcio a 5),Futsal
coni:151397,151397,ASSOCIAZIONE SPORTIVA DILETTANTISTICA TORREGROTTA 1973,Calcio (a 11),Calcio
coni:151397,151397,ASSOCIAZIONE SPORTIVA DILETTANTISTICA TORREGROTTA 1973,Calcio (a 8),Calcio
coni:151397,151397,ASSOCIAZIONE SPORTIVA DILETTANTISTICA TORREGROTTA 1973,Futsal (calcio da sala - calcio a 5),Futsal
coni:151397,151397,ASSOCIAZIONE SPORTIVA DILETTANTISTICA TORREGROTTA 1973,Calcio (a 7),Calcio
coni:151407,151407,A.S.D. AESERNIA FRATERNA,Calcio (a 11),Calcio
coni:151407,151407,A.S.D. AESERNIA FRATERNA,Futsal (calcio da sala - calcio a 5),Futsal
coni:151410,151410,SOCIETA'POLISPORTIVA SALARA A.S.D.,Calcio (a 11),Calcio
coni:151410,151410,SOCIETA'POLISPORTIVA SALARA A.S.D.,Futsal (calcio da sala - calcio a 5),Futsal
coni:151410,151410,SOCIETA'POLISPORTIVA SALARA A.S.D.,Calcio (a 7),Calcio
coni:15142,15142,ASD GSO CASTELLO - CITTA' DI CANTU',Calcio (a 11),Calcio
coni:151431,151431,ASD VENTURINA ART,Calcio (a 11),Calcio
coni:151432,151432,A.S.D. SAN LORENZO MONTICELLI,Calcio (a 11),Calcio
coni:151453,151453,A.S.D. UNION SAMMARTINESE,Calcio (a 11),Calcio
coni:151463,151463,UNIONE CALCISTICA DILETTANTISTICA LUGAGNANO,Calcio (a 11),Calcio
coni:15147,15147,POLISPORTIVA JUNIOR CORIANO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:15147,15147,POLISPORTIVA JUNIOR CORIANO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Pallavolo,Volley
coni:15147,15147,POLISPORTIVA JUNIOR CORIANO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 7),Calcio
coni:151529,151529,A.S.D. DIAVOLI BIANCOROSSI,Calcio (a 11),Calcio
coni:151557,151557,A.S.D. AZZURRA AVETRANA,Calcio (a 11),Calcio
coni:151558,151558,A.S.D. BATIGNANO CALCIO 1946 ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:151615,151615,ASSOCIAZIONE SPORTIVA DILETTANTISTICA FUTSAL FERLA,Futsal (calcio da sala - calcio a 5),Futsal
coni:151623,151623,A.S.D. RIPALIMOSANI 1963,Calcio (a 11),Calcio
coni:151623,151623,A.S.D. RIPALIMOSANI 1963,Futsal (calcio da sala - calcio a 5),Futsal
coni:151628,151628,S.P.D THARROS ORISTANO,Calcio (a 11),Calcio
coni:15164,15164,A.S.DIL. AURORA MAZARA,Calcio (a 11),Calcio
coni:15164,15164,A.S.DIL. AURORA MAZARA,Futsal (calcio da sala - calcio a 5),Futsal
coni:151677,151677,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CALAGONONE - ASD,Calcio (a 11),Calcio
coni:151699,151699,A.S.D. SAN GIOVANNI EVANGELISTA,Futsal (calcio da sala - calcio a 5),Futsal
coni:151708,151708,A.S.D. CITTA' DI SAN NICANDRO,Calcio (a 11),Calcio
coni:151708,151708,A.S.D. CITTA' DI SAN NICANDRO,Calcio (a 8),Calcio
coni:151708,151708,A.S.D. CITTA' DI SAN NICANDRO,Futsal (calcio da sala - calcio a 5),Futsal
coni:151708,151708,A.S.D. CITTA' DI SAN NICANDRO,Calcio (a 7),Calcio
coni:1519,1519,POLISPORTIVA BORSEA ASD,Calcio (a 11),Calcio
coni:151957,151957,A.S.D. ACCADEMIA SULCITANA,Calcio (a 11),Calcio
coni:151957,151957,A.S.D. ACCADEMIA SULCITANA,Calcio (a 7),Calcio
coni:15196,15196,VENEZIA NETTUNO LIDO A.S.D.,Calcio (a 11),Calcio
coni:15198,15198,A.S.D. CDM FUTSAL,Futsal (calcio da sala - calcio a 5),Futsal
coni:15200,15200,A.S.D. ULISSE E PENELOPE,Calcio (a 11),Calcio
coni:15206,15206,AMICI DELLO SPORT VISCO - ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:152078,152078,A.S.D. D.B PARTINICO,Calcio (a 11),Calcio
coni:152078,152078,A.S.D. D.B PARTINICO,Futsal (calcio da sala - calcio a 5),Futsal
coni:152078,152078,A.S.D. D.B PARTINICO,Calcio (a 8),Calcio
coni:152078,152078,A.S.D. D.B PARTINICO,Calcio (a 7),Calcio
coni:152084,152084,HAMMERS FC ASD,Futsal (calcio da sala - calcio a 5),Futsal
coni:152084,152084,HAMMERS FC ASD,Calcio (a 11),Calcio
coni:152084,152084,HAMMERS FC ASD,Calcio (a 8),Calcio
